"line","word"
4305,"republican"
4305,"bill"
4305,"fiscal"
4305,"irrespons"
4305,"base"
4305,"delusion"
4305,"assumpt"
4305,"investor"
4305,"say"
4306,"gop"
4306,"plan"
4306,"multibilliondollar"
4306,"gift"
4306,"china"
4306,"germani"
4307,"asia"
4307,"trade"
4307,"mix"
4307,"dow"
4307,"futur"
4307,"spike"
4307,"point"
4307,"senate"
4307,"pass"
4307,"plan"
4308,"donet"
4308,"benefit"
4308,"estateetax"
4308,"repeal"
4308,"sen"
4308,"chuck"
4308,"grassley"
4308,"say"
4308,"probabl"
4308,"blow"
4308,"money"
4308,"women"
4308,"booz"
4308,"andea"
4309,"treasuri"
4309,"crackdown"
4309,"bitcoin"
4309,"concern"
4309,"use"
4309,"launder"
4309,"money"
4309,"dodg"
4310,"wall"
4310,"street"
4310,"readi"
4310,"trump"
4310,"bill"
4310,"boost"
4311,"almost"
4311,"susan"
4311,"collin"
4311,"vote"
4311,"bill"
4311,"us"
4311,"give"
4311,"rich"
4311,"perman"
4311,"cut"
4311,"rich"
4311,"iea"
4312,"bibl"
4312,"also"
4312,"say"
4312,"cheat"
4312,"wive"
4312,"brag"
4312,"sexual"
4312,"assault"
4312,"wrong"
4312,"pay"
4312,"man"
4312,"avarea"
4313,"tweak"
4313,"propertytax"
4313,"law"
4313,"promot"
4313,"californian"
4313,"retir"
4313,"secur"
4313,"senior"
4313,"homeown"
4313,"homebuy"
4314,"sinc"
4314,"one"
4314,"chanc"
4314,"actual"
4314,"read"
4314,"gop"
4314,"bill"
4314,"written"
4314,"lobbyist"
4314,"just"
4314,"start"
4314,"understand"
4314,"theea"
4315,"trump"
4315,"bill"
4315,"exempt"
4315,"just"
4315,"one"
4315,"colleg"
4315,"endow"
4315,"own"
4315,"betsi"
4315,"devo"
4316,"british"
4316,"aid"
4316,"scheme"
4316,"suspend"
4316,"amid"
4316,"alleg"
4316,"payment"
4316,"syrian"
4316,"jihadi"
4316,"uk"
4316,"spend"
4316,"payer"
4316,"money"
4317,"glimps"
4317,"concern"
4317,"million"
4317,"homeown"
4317,"vanr"
4317,"vanpoli"
4318,"dont"
4318,"need"
4318,"pedophil"
4318,"dont"
4318,"need"
4318,"reform"
4318,"gop"
4318,"senate"
4318,"hey"
4318,"moor"
4318,"leav"
4318,"kid"
4318,"alon"
4319,"poor"
4319,"white"
4319,"person"
4319,"isea"
4320,"origin"
4320,"respons"
4320,"refea"
4321,"will"
4321,"alway"
4321,"pay"
4321,"lessea"
4322,"scholarship"
4322,"sociaea"
4323,"turn"
4323,"anger"
4323,"goptaxscam"
4323,"action"
4323,"bill"
4323,"isnt"
4323,"law"
4323,"yet"
4323,"e"
4323,"light"
4323,"phone"
4323,"keep"
4323,"pressur"
4323,"onea"
4324,"like"
4324,"copi"
4324,"new"
4324,"bill"
4324,"get"
4324,"copi"
4325,"graduat"
4325,"student"
4325,"across"
4325,"countri"
4325,"protest"
4325,"gop"
4325,"plan"
4326,"realiz"
4326,"just"
4326,"silli"
4326,"donet"
4326,"factual"
4326,"reason"
4326,"ectax"
4326,"cute"
4326,"yourea"
4327,"goptaxscam"
4327,"rape"
4327,"environ"
4327,"work"
4327,"class"
4327,"futur"
4327,"generat"
4327,"financ"
4327,"cut"
4327,"wealthi"
4327,"corp"
4327,"pay"
4327,"ceea"
4328,"wait"
4328,"let"
4328,"ask"
4328,"hard"
4328,"work"
4328,"son"
4328,"republican"
4328,"nope"
4328,"didnt"
4328,"get"
4328,"memo"
4328,"get"
4328,"ask"
4328,"chuck"
4328,"muea"
4329,"christma"
4329,"gift"
4329,"top"
4329,"america"
4329,"will"
4329,"get"
4329,"gop"
4329,"middleeclass"
4329,"fund"
4329,"cut"
4329,"plan"
4329,"rich"
4330,"code"
4330,"broken"
4330,"new"
4330,"hard"
4330,"toea"
4331,"sad"
4331,"thing"
4331,"gop"
4331,"crappi"
4331,"plan"
4331,"even"
4331,"republican"
4331,"know"
4331,"exact"
4331,"haea"
4332,"respect"
4332,"financ"
4332,"econom"
4332,"newspap"
4332,"ft"
4332,"economist"
4332,"serious"
4332,"doubt"
4332,"disastrea"
4333,"repeat"
4333,"lie"
4333,"ad"
4333,"nauseam"
4333,"wont"
4333,"turn"
4333,"middleeclass"
4333,"hurt"
4333,"plan"
4333,"rich"
4333,"hugeea"
4334,"gop"
4334,"know"
4334,"pass"
4334,"terribl"
4334,"crappi"
4334,"plan"
4334,"know"
4334,"will"
4334,"hurt"
4334,"vulner"
4334,"societyea"
4335,"gop"
4335,"middle"
4335,"class"
4335,"hurt"
4335,"plan"
4335,"buyer"
4335,"bewar"
4336,"mayb"
4336,"make"
4336,"public"
4336,"guy"
4336,"upset"
4336,"donor"
4336,"vote"
4336,"nay"
4336,"middle"
4336,"clea"
4337,"talk"
4337,"america"
4337,"close"
4337,"full"
4337,"employ"
4337,"wealthyfriend"
4337,"cut"
4337,"will"
4337,"marea"
4338,"gop"
4338,"next"
4338,"step"
4338,"deep"
4338,"cut"
4338,"medicar"
4338,"social"
4338,"secur"
4338,"medicaid"
4338,"gape"
4338,"hole"
4338,"caus"
4338,"cutsea"
4339,"bill"
4339,"democrats"
4339,"fault"
4339,"silli"
4339,"wanker"
4340,"lie"
4340,"conman"
4340,"wont"
4340,"tell"
4340,"u"
4340,"cut"
4340,"bill"
4340,"will"
4340,"increas"
4340,"deficit"
4340,"trillea"
4341,"fraud"
4341,"sever"
4341,"side"
4341,"otherwis"
4341,"report"
4341,"cut"
4341,"add"
4341,"trillion"
4341,"debtea"
4342,"reveal"
4342,"health"
4342,"record"
4342,"return"
4342,"major"
4342,"problem"
4342,"need"
4342,"addreea"
4343,"distort"
4343,"senate"
4343,"support"
4343,"repealreplac"
4343,"aca"
4343,"left"
4343,"congress"
4343,"short"
4343,"anoth"
4343,"billion"
4343,"havea"
4344,"nah"
4344,"sold"
4344,"us"
4344,"corpor"
4344,"creep"
4344,"bill"
4344,"instead"
4344,"will"
4344,"unfollow"
4345,"people"
4345,"suggest"
4345,"bibl"
4345,"mandat"
4345,"higher"
4345,"rate"
4345,"like"
4345,"give"
4345,"less"
4345,"chariti"
4345,"averag"
4345,"dea"
4346,"calvin"
4346,"coolidge"
4346,"treasuri"
4346,"secretari"
4346,"andrew"
4346,"mellon"
4346,"one"
4346,"world"
4346,"richest"
4346,"men"
4346,"push"
4346,"massea"
4347,"republican"
4347,"sen"
4347,"georg"
4347,"norri"
4347,"nebraska"
4347,"said"
4347,"mellon"
4347,"reap"
4347,"bill"
4347,"eca"
4347,"larger"
4347,"personalea"
4348,"alaska"
4348,"generat"
4348,"just"
4348,"million"
4348,"dollar"
4348,"marijuana"
4348,"revenu"
4348,"octob"
4349,"record"
4349,"stock"
4349,"market"
4349,"record"
4349,"low"
4349,"unemploy"
4349,"exact"
4349,"rush"
4349,"rush"
4349,"rush"
4349,"cut"
4349,"mean"
4349,"hearingsea"
4350,"okay"
4350,"republican"
4350,"got"
4350,"shit"
4350,"richguy"
4350,"cut"
4350,"now"
4350,"can"
4350,"get"
4350,"rid"
4350,"clown"
4350,"impeachtrump"
4351,"cannabi"
4351,"stateback"
4351,"medic"
4351,"marijuana"
4351,"identif"
4351,"card"
4351,"program"
4351,"hasnt"
4351,"popular"
4351,"among"
4351,"cannabi"
4351,"paea"
4352,"cannabi"
4352,"congress"
4352,"white"
4352,"hous"
4352,"work"
4352,"bill"
4352,"will"
4352,"reduc"
4352,"revenu"
4352,"go"
4352,"state"
4352,"siea"
4353,"cannabi"
4353,"e"
4353,"cannabi"
4353,"busi"
4353,"prohibit"
4353,"take"
4353,"standard"
4353,"feder"
4353,"deduct"
4353,"allowea"
4354,"bill"
4354,"just"
4354,"pass"
4354,"senate"
4354,"will"
4354,"consid"
4354,"tuition"
4354,"waiver"
4354,"taxabl"
4354,"incom"
4354,"raiea"
4355,"hmmmm"
4355,"pop"
4355,"tast"
4355,"much"
4355,"better"
4355,"now"
4355,"wo"
4355,"cook"
4355,"counti"
4355,"beverag"
4355,"mmm"
4356,"cook"
4356,"counti"
4356,"sugar"
4356,"beverag"
4356,"taxedabeedbaedabeedbaedabeedba"
4357,"ecther"
4357,"tear"
4357,"goodby"
4357,"one"
4357,"shortestliv"
4357,"state"
4357,"histori"
4357,"expiredea"
4358,"cook"
4358,"counti"
4358,"beverag"
4358,"brought"
4358,"end"
4358,"last"
4358,"week"
4358,"resid"
4358,"local"
4358,"busi"
4358,"stood"
4358,"voiceea"
4359,"cook"
4359,"counti"
4359,"beverag"
4359,"brought"
4359,"end"
4359,"last"
4359,"week"
4359,"resid"
4359,"local"
4359,"busi"
4359,"stood"
4359,"voiea"
4360,"whole"
4360,"ad"
4360,"lie"
4360,"nyer"
4360,"know"
4360,"piss"
4360,"hc"
4360,"repeal"
4360,"taxbillscam"
4361,"top"
4361,"question"
4361,"ive"
4361,"ask"
4361,"taxreform"
4361,"will"
4361,"solosfreelancersind"
4361,"contractor"
4361,"lose"
4361,"biz"
4361,"deduct"
4361,"quick"
4361,"answer"
4361,"notea"
4362,"rare"
4362,"last"
4362,"night"
4362,"suppermoon"
4362,"trump"
4362,"postiv"
4362,"letter"
4362,"editor"
4362,"tallahasse"
4362,"democrat"
4363,"admit"
4363,"mean"
4363,"three"
4363,"thing"
4363,"selfproclaim"
4363,"parti"
4363,"fiscal"
4363,"respons"
4363,"bs"
4363,"ea"
4364,"senate"
4364,"ok"
4364,"bill"
4364,"trump"
4364,"gop"
4364,"near"
4364,"big"
4364,"legisl"
4364,"win"
4364,"washington"
4364,"e"
4364,"republican"
4364,"push"
4364,"near"
4364,"trillionea"
4365,"bill"
4365,"clear"
4365,"senate"
4365,"big"
4365,"boost"
4365,"trump"
4365,"gop"
4365,"now"
4365,"senate"
4365,"hous"
4365,"republican"
4365,"must"
4365,"tri"
4365,"reconcil"
4365,"differeea"
4366,"trump"
4366,"suggest"
4366,"open"
4366,"negoti"
4366,"gop"
4366,"plan"
4366,"washington"
4366,"e"
4366,"presid"
4366,"donald"
4366,"trump"
4366,"suggest"
4366,"saturday"
4366,"heea"
4367,"senate"
4367,"hous"
4367,"plan"
4367,"need"
4367,"know"
4367,"highlight"
4367,"senate"
4367,"hous"
4367,"gop"
4367,"bill"
4367,"overhaul"
4367,"code"
4368,"analysi"
4368,"break"
4368,"gop"
4368,"plan"
4368,"enjoy"
4368,"last"
4368,"plan"
4368,"senate"
4368,"republican"
4368,"embracedea"
4369,"expens"
4369,"shoulda"
4369,"wait"
4369,"giveaway"
4369,"occur"
4370,"new"
4370,"nonpartisan"
4370,"report"
4370,"reveal"
4370,"gop"
4370,"bill"
4370,"total"
4370,"fraud"
4370,"via"
4371,"read"
4371,"bill"
4371,"perhap"
4371,"bit"
4371,"studi"
4371,"condemn"
4371,"hope"
4371,"will"
4371,"becom"
4371,"law"
4372,"ecstunt"
4372,"math"
4372,"new"
4372,"favorit"
4372,"term"
4372,"bravo"
4372,"whoever"
4372,"coin"
4372,"ityou"
4372,"deserv"
4372,"rais"
4372,"break"
4373,"us"
4373,"sen"
4373,"ron"
4373,"wyden"
4373,"molalla"
4373,"town"
4373,"hall"
4373,"senate"
4373,"bill"
4373,"eca"
4373,"betray"
4373,"middle"
4373,"class"
4374,"pamplin"
4374,"media"
4374,"group"
4374,"wyden"
4374,"overhaul"
4374,"betray"
4374,"middle"
4374,"class"
4375,"process"
4375,"involv"
4375,"follow"
4375,"step"
4375,"due"
4375,"dilig"
4375,"review"
4375,"account"
4375,"survey"
4375,"properti"
4375,"ea"
4376,"christma"
4376,"never"
4376,"left"
4376,"wish"
4376,"trump"
4376,"scam"
4376,"gift"
4376,"american"
4376,"people"
4376,"never"
4376,"mind"
4376,"liftiea"
4377,"weekend"
4377,"definit"
4377,"drink"
4377,"case"
4377,"four"
4377,"loko"
4377,"call"
4377,"roy"
4377,"moor"
4377,"supporea"
4378,"people"
4378,"think"
4378,"left"
4378,"want"
4378,"free"
4378,"everyth"
4378,"want"
4378,"get"
4378,"someth"
4378,"back"
4378,"spend"
4378,"taxea"
4379,"fed"
4379,"rais"
4379,"rate"
4380,"time"
4380,"edabdedbeedabdedbeedabdedb"
4381,"rememb"
4381,"rep"
4381,"cummin"
4381,"benghazi"
4381,"invest"
4381,"say"
4381,"wast"
4381,"million"
4381,"payer"
4381,"dollar"
4381,"alreadi"
4381,"date"
4381,"mueller"
4381,"mil"
4382,"plan"
4382,"will"
4382,"cost"
4382,"republican"
4382,"elect"
4382,"dem"
4382,"claim"
4382,"wouldnt"
4382,"want"
4382,"pass"
4383,"liber"
4383,"democrat"
4383,"scream"
4383,"republican"
4383,"everyon"
4383,"get"
4383,"cut"
4383,"well"
4383,"democrat"
4383,"nobodyea"
4384,"current"
4384,"law"
4384,"trust"
4384,"new"
4384,"law"
4384,"chang"
4384,"rate"
4385,"forget"
4385,"plan"
4385,"tweet"
4385,"just"
4385,"kill"
4385,"america"
4386,"iem"
4386,"count"
4386,"protect"
4386,"nevada"
4386,"health"
4386,"insur"
4386,"donet"
4386,"let"
4386,"us"
4386,"get"
4386,"hit"
4386,"stopthehit"
4387,"can"
4387,"libtard"
4387,"check"
4387,"box"
4387,"form"
4387,"can"
4387,"still"
4387,"pay"
4388,"take"
4388,"minut"
4388,"watch"
4388,"senate"
4388,"brown"
4388,"put"
4388,"immor"
4388,"gop"
4388,"bill"
4388,"exact"
4388,"concis"
4388,"term"
4389,"come"
4389,"hous"
4389,"lete"
4389,"sit"
4389,"talk"
4389,"iem"
4389,"christian"
4389,"iem"
4389,"conservaea"
4390,"peep"
4390,"bill"
4390,"tea"
4390,"parti"
4390,"say"
4390,"form"
4390,"fight"
4390,"run"
4390,"away"
4390,"budget"
4390,"deficit"
4390,"mayb"
4390,"wasea"
4391,"hope"
4391,"refresh"
4391,"soul"
4391,"mind"
4391,"bodi"
4391,"weekend"
4391,"tomorrow"
4391,"need"
4391,"light"
4391,"phone"
4391,"thereea"
4392,"forb"
4392,"conserv"
4392,"predict"
4392,"disast"
4392,"bill"
4393,"sen"
4393,"orin"
4393,"hatch"
4393,"r"
4393,"conscienc"
4393,"give"
4393,"break"
4393,"wealthi"
4393,"donor"
4393,"say"
4393,"children"
4393,"health"
4393,"insuranea"
4394,"great"
4394,"news"
4394,"floridian"
4394,"sunshin"
4394,"state"
4394,"rank"
4394,"one"
4394,"s"
4394,"top"
4394,"state"
4394,"busi"
4394,"climat"
4394,"learn"
4394,"moea"
4395,"univers"
4395,"graduat"
4395,"student"
4395,"walk"
4395,"protest"
4395,"plan"
4395,"hurt"
4396,"can"
4396,"pleas"
4396,"get"
4396,"level"
4396,"honesti"
4396,"scam"
4397,"nonpartisan"
4397,"bipartisan"
4397,"analyst"
4397,"agre"
4397,"cut"
4397,"wealthi"
4397,"mean"
4397,"cut"
4397,"program"
4397,"iev"
4397,"paea"
4398,"surpris"
4398,"keep"
4398,"call"
4398,"ecform"
4398,"holdout"
4398,"ron"
4398,"johnson"
4398,"say"
4398,"heell"
4398,"vote"
4398,"senate"
4398,"bill"
4398,"put"
4398,"gop"
4398,"closeea"
4399,"problem"
4399,"ececonomists"
4399,"cite"
4399,"gop"
4399,"bill"
4399,"support"
4400,"local"
4400,"area"
4400,"media"
4400,"question"
4400,"need"
4400,"clarif"
4400,"senate"
4400,"bill"
4400,"feel"
4400,"free"
4400,"dm"
4400,"resourc"
4400,"andea"
4401,"aarp"
4401,"main"
4401,"clear"
4401,"oppos"
4401,"gop"
4401,"plan"
4401,"hope"
4401,"will"
4402,"press"
4402,"releas"
4402,"minnesota"
4402,"council"
4402,"nonprofit"
4402,"mcn"
4402,"dismay"
4402,"senate"
4402,"pass"
4402,"bill"
4403,"fck"
4403,"possibl"
4403,"code"
4403,"code"
4403,"publicpolicymak"
4403,"albea"
4404,"item"
4404,"zero"
4404,"code"
4404,"cant"
4404,"pass"
4404,"thea"
4405,"drill"
4405,"alaskan"
4405,"wildlif"
4405,"refug"
4405,"never"
4405,"suppos"
4405,"happen"
4405,"give"
4405,"break"
4405,"hea"
4406,"matt"
4406,"lauer"
4406,"charli"
4406,"rose"
4406,"flynn"
4406,"flip"
4406,"billlk"
4406,"pass"
4406,"thru"
4406,"senate"
4407,"first"
4407,"promis"
4407,"cut"
4407,"now"
4407,"vote"
4407,"chang"
4407,"tune"
4407,"ecimpossibleedea"
4408,"thank"
4408,"remind"
4408,"unfollow"
4408,"now"
4408,"due"
4408,"vote"
4408,"bill"
4409,"believ"
4409,"need"
4409,"reform"
4409,"now"
4409,"howev"
4409,"believ"
4409,"everyon"
4409,"rush"
4409,"push"
4409,"itea"
4410,"seem"
4410,"innocu"
4410,"enough"
4410,"doesnet"
4410,"sort"
4410,"like"
4410,"ecvoluntari"
4410,"feder"
4410,"incom"
4410,"system"
4410,"will"
4410,"becomeea"
4411,"tonight"
4411,"join"
4411,"live"
4411,"broadcast"
4411,"courtesi"
4411,"chevrolet"
4411,"mission"
4411,"valley"
4411,"sign"
4411,"gas"
4411,"repeal"
4411,"initiaea"
4412,"air"
4412,"now"
4412,"live"
4412,"courtesi"
4412,"chevrolet"
4412,"mission"
4412,"valley"
4412,"gas"
4412,"repeal"
4412,"signatur"
4412,"event"
4412,"stop"
4412,"siea"
4413,"shouldnt"
4413,"touch"
4413,"social"
4413,"secur"
4413,"weve"
4413,"pay"
4413,"work"
4413,"life"
4413,"leav"
4413,"ss"
4413,"benefit"
4413,"alon"
4413,"hea"
4414,"well"
4414,"republican"
4414,"keep"
4414,"let"
4414,"pull"
4414,"crap"
4414,"wait"
4414,"scam"
4414,"aea"
4415,"feel"
4415,"gop"
4415,"just"
4415,"want"
4415,"scam"
4415,"period"
4415,"pass"
4415,"will"
4415,"turn"
4415,"donni"
4416,"think"
4416,"want"
4416,"pass"
4416,"almighti"
4416,"scam"
4416,"first"
4416,"theyll"
4416,"turn"
4416,"havea"
4417,"can"
4417,"congress"
4417,"thought"
4417,"million"
4417,"will"
4417,"hurt"
4417,"scam"
4417,"sure"
4417,"care"
4417,"thea"
4418,"care"
4418,"koch"
4418,"brother"
4418,"mercer"
4418,"murdoch"
4418,"theyv"
4418,"told"
4418,"pass"
4418,"taxea"
4419,"well"
4419,"mayb"
4419,"scam"
4420,"donni"
4420,"t"
4420,"push"
4420,"scam"
4420,"bogus"
4420,"appoint"
4420,"judg"
4420,"long"
4420,"will"
4420,"take"
4420,"recoea"
4421,"keep"
4421,"koch"
4421,"brother"
4421,"mercer"
4421,"murea"
4422,"keep"
4422,"koch"
4422,"brother"
4422,"mercer"
4422,"happi"
4422,"theyv"
4422,"issu"
4422,"order"
4422,"pass"
4422,"scam"
4422,"money"
4423,"thank"
4423,"tea"
4423,"kinda"
4423,"hard"
4423,"today"
4423,"look"
4423,"like"
4423,"scam"
4423,"pass"
4423,"im"
4423,"still"
4423,"make"
4423,"calea"
4424,"dont"
4424,"care"
4424,"just"
4424,"whittl"
4424,"away"
4424,"everyth"
4424,"great"
4424,"countri"
4424,"lonea"
4425,"wait"
4425,"til"
4425,"scam"
4425,"pass"
4425,"will"
4425,"abandon"
4425,"will"
4425,"want"
4426,"constitu"
4426,"urg"
4426,"support"
4426,"taxreformnow"
4426,"cut"
4426,"job"
4427,"right"
4427,"republican"
4427,"want"
4427,"take"
4427,"away"
4427,"us"
4427,"pay"
4427,"break"
4428,"koch"
4428,"brother"
4428,"want"
4428,"deal"
4428,"first"
4429,"can"
4429,"way"
4429,"stop"
4429,"everyth"
4429,"thing"
4429,"calm"
4429,"can"
4429,"import"
4429,"scam"
4430,"lobbyist"
4430,"write"
4430,"scam"
4430,"didnt"
4430,"elect"
4430,"senate"
4431,"one"
4431,"can"
4431,"read"
4431,"handwrit"
4431,"pretti"
4431,"bad"
4431,"vote"
4431,"unread"
4431,"bill"
4432,"wont"
4432,"flake"
4432,"said"
4432,"promis"
4432,"add"
4432,"daca"
4432,"daca"
4432,"issu"
4432,"plus"
4432,"ad"
4432,"itea"
4433,"may"
4433,"pass"
4433,"scam"
4433,"net"
4433,"neutral"
4434,"dont"
4434,"judg"
4434,"probabl"
4434,"cant"
4434,"anyth"
4434,"eo"
4434,"scam"
4434,"can"
4434,"overturneea"
4435,"oh"
4435,"dont"
4435,"worri"
4435,"mueller"
4435,"ill"
4435,"bet"
4435,"return"
4436,"heard"
4436,"also"
4436,"couldnt"
4436,"answer"
4436,"question"
4436,"direct"
4436,"scam"
4436,"hem"
4436,"haweea"
4437,"dont"
4437,"care"
4437,"got"
4437,"scam"
4437,"pass"
4437,"benefit"
4437,"paid"
4437,"foea"
4438,"dont"
4438,"care"
4438,"want"
4438,"almighti"
4438,"scam"
4438,"pass"
4438,"ef"
4438,"republican"
4438,"win"
4439,"democrat"
4439,"vote"
4439,"scam"
4439,"bill"
4439,"rais"
4439,"middle"
4439,"class"
4439,"fewea"
4440,"cramer"
4440,"cut"
4440,"better"
4440,"investor"
4440,"us"
4440,"worker"
4441,"mean"
4441,"rich"
4441,"american"
4441,"right"
4441,"republican"
4441,"noth"
4441,"inea"
4442,"thate"
4442,"thing"
4442,"dont"
4442,"miss"
4442,"great"
4442,"use"
4442,"payer"
4442,"money"
4443,"gop"
4443,"bill"
4443,"throw"
4443,"sick"
4443,"elder"
4443,"people"
4443,"bus"
4443,"bustl"
4444,"news"
4444,"exflorida"
4444,"democrat"
4444,"rep"
4444,"corrin"
4444,"brown"
4444,"sentenc"
4444,"mail"
4444,"wire"
4444,"fraud"
4444,"involv"
4444,"sham"
4444,"chariti"
4444,"via"
4444,"foxnewea"
4445,"news"
4445,"reform"
4445,"punish"
4445,"middleeincom"
4445,"investor"
4445,"retire"
4445,"via"
4445,"foxnew"
4446,"disappoint"
4446,"hcaro"
4446,"senate"
4446,"vote"
4446,"theea"
4447,"re"
4447,"gop"
4447,"bill"
4447,"didnt"
4447,"work"
4447,"kansa"
4447,"wont"
4447,"work"
4447,"rest"
4447,"countri"
4448,"ty"
4448,"remind"
4448,"us"
4448,"moral"
4448,"bankrupt"
4448,"america"
4448,"leader"
4448,"becom"
4448,"bigotri"
4448,"parti"
4448,"tribal"
4448,"malign"
4448,"naea"
4449,"lot"
4449,"go"
4449,"dc"
4449,"week"
4449,"bill"
4449,"confer"
4449,"committe"
4449,"govern"
4449,"fund"
4449,"negoti"
4449,"discuss"
4449,"coea"
4450,"everi"
4450,"time"
4450,"gop"
4450,"say"
4450,"great"
4450,"middle"
4450,"class"
4450,"middle"
4450,"class"
4450,"readi"
4450,"bend"
4450,"take"
4450,"ass"
4451,"gop"
4451,"cut"
4451,"caus"
4451,"yo"
4451,"dont"
4451,"matter"
4452,"calmat"
4452,"yo"
4452,"entiendo"
4452,"el"
4452,"terror"
4452,"ant"
4452,"de"
4452,"llamarea"
4453,"major"
4453,"soldier"
4453,"station"
4453,"south"
4453,"korea"
4453,"will"
4453,"fall"
4453,"lowest"
4453,"bracket"
4453,"goptaxplan"
4454,"reform"
4454,"now"
4454,"muslim"
4454,"ban"
4454,"enforc"
4454,"suprem"
4454,"court"
4454,"look"
4454,"like"
4454,"trump"
4454,"final"
4454,"win"
4454,"someth"
4455,"dead"
4455,"night"
4455,"marathon"
4455,"vote"
4455,"bill"
4455,"lawmak"
4455,"time"
4455,"read"
4455,"us"
4455,"senate"
4455,"vote"
4455,"open"
4455,"ea"
4456,"last"
4456,"week"
4456,"senate"
4456,"brought"
4456,"us"
4456,"one"
4456,"step"
4456,"closer"
4456,"fix"
4456,"nation"
4456,"broken"
4456,"code"
4456,"read"
4456,"nc"
4456,"week"
4456,"newsletteea"
4457,"thank"
4457,"coverag"
4458,"will"
4458,"liter"
4458,"kill"
4458,"mani"
4458,"us"
4458,"wake"
4458,"fellow"
4458,"senior"
4458,"now"
4458,"trumpgop"
4458,"scam"
4458,"will"
4458,"sack"
4458,"million"
4458,"seniorea"
4459,"there"
4459,"better"
4459,"ink"
4459,"scribe"
4459,"level"
4459,"person"
4459,"ignor"
4459,"across"
4459,"forehead"
4459,"indeliea"
4460,"rachel"
4460,"maddow"
4460,"drop"
4460,"truth"
4460,"bomb"
4460,"second"
4460,"obliter"
4460,"republican"
4460,"cut"
4460,"bill"
4460,"via"
4461,"three"
4461,"lie"
4461,"senate"
4461,"republican"
4461,"plan"
4461,"journalist"
4461,"need"
4461,"correct"
4461,"cut"
4461,"medicar"
4461,"increas"
4461,"deficit"
4461,"eveea"
4462,"republican"
4462,"cut"
4462,"wont"
4462,"trickl"
4462,"ceo"
4462,"write"
4462,"scath"
4462,"ope"
4463,"gope"
4463,"socal"
4463,"landmark"
4463,"ecwin"
4463,"year"
4463,"dramat"
4463,"undercut"
4463,"women"
4463,"health"
4463,"econom"
4463,"secur"
4464,"republican"
4464,"sought"
4464,"undercut"
4464,"unfavor"
4464,"analysi"
4464,"plan"
4464,"jim"
4464,"tankersley"
4464,"via"
4464,"nyt"
4464,"new"
4464,"york"
4464,"timea"
4465,"chamber"
4465,"congress"
4465,"will"
4465,"come"
4465,"togeth"
4465,"creat"
4465,"unifi"
4465,"piec"
4465,"legisl"
4465,"can"
4465,"sentea"
4466,"david"
4466,"smick"
4466,"advis"
4466,"reform"
4466,"plan"
4466,"give"
4466,"take"
4467,"lawmak"
4467,"talk"
4467,"pass"
4467,"bill"
4467,"world"
4468,"republicans"
4468,"lie"
4468,"show"
4468,"rot"
4468,"spread"
4468,"wide"
4468,"run"
4468,"deep"
4468,"via"
4469,"well"
4469,"yulin"
4469,"care"
4469,"money"
4469,"shee"
4469,"friend"
4469,"rep"
4469,"gutierrez"
4469,"tooea"
4470,"seem"
4470,"republican"
4470,"can"
4470,"see"
4470,"handwrit"
4470,"wall"
4470,"say"
4470,"impeach"
4470,"arrest"
4470,"vote"
4470,"gea"
4471,"call"
4471,"offic"
4471,"twice"
4471,"today"
4471,"portland"
4471,"offic"
4471,"dc"
4471,"pleas"
4471,"sen"
4471,"collea"
4472,"late"
4472,"call"
4472,"senateormi"
4472,"senate"
4472,"sen"
4472,"susan"
4472,"collin"
4472,"calledea"
4473,"democrat"
4473,"slam"
4473,"republican"
4473,"bill"
4473,"admit"
4473,"havenet"
4473,"read"
4474,"celebr"
4474,"melt"
4474,"senate"
4474,"pass"
4474,"reform"
4474,"goodby"
4474,"america"
4475,"democrat"
4475,"tv"
4475,"today"
4475,"say"
4475,"wrong"
4475,"senate"
4475,"pass"
4475,"bill"
4475,"without"
4475,"read"
4475,"seeea"
4476,"hillari"
4476,"clinton"
4476,"just"
4476,"made"
4476,"scath"
4476,"point"
4476,"win"
4476,"lose"
4476,"new"
4476,"bill"
4477,"washington"
4477,"post"
4477,"mislead"
4477,"reader"
4477,"gop"
4477,"reform"
4477,"bill"
4477,"e"
4477,"brit"
4477,"hume"
4477,"smack"
4477,"fact"
4478,"brit"
4478,"hume"
4478,"smack"
4478,"wapo"
4478,"chop"
4478,"ridicul"
4478,"stori"
4478,"spin"
4479,"good"
4479,"poormi"
4479,"daughter"
4479,"went"
4479,"sign"
4479,"herea"
4480,"lol"
4480,"bill"
4480,"biggest"
4480,"scam"
4481,"senate"
4481,"pick"
4481,"american"
4481,"pocket"
4481,"via"
4481,"degrad"
4481,"polici"
4481,"process"
4482,"puerto"
4482,"rico"
4482,"doesnet"
4482,"full"
4482,"power"
4482,"water"
4482,"us"
4482,"virgin"
4482,"island"
4482,"devast"
4482,"flint"
4482,"michigan"
4482,"still"
4482,"doesnt"
4482,"clea"
4483,"eci"
4483,"credit"
4483,"card"
4483,"debt"
4483,"get"
4483,"anoth"
4483,"card"
4483,"thate"
4483,"percent"
4483,"instead"
4483,"percent"
4483,"inteea"
4484,"scribbl"
4484,"mitch"
4484,"mcconnell"
4484,"grandchild"
4484,"accident"
4484,"incorpor"
4484,"gop"
4484,"bill"
4485,"seem"
4485,"like"
4485,"might"
4485,"reveal"
